LAMMPS data file via write_data, version 3 Aug 2022, timestep = 10000

2106 atoms
5 atom types

0.2717000692847691 34.22829993071521 xlo xhi
0.14019844743386045 34.35980155256618 ylo yhi
0 50 zlo zhi

Masses

1 28.0855
2 15.9994
3 12.0107
4 18.9984
5 39.948

Atoms # charge

1 1 1.397349419784977e-07 0.2717000692847691 3.949073161328186 0 0 0 0
2 1 7.0933542694121e-08 0.2717000692847691 5.853510518275353 4.0730249999999995 0 0 0
3 1 -1.169835499078425e-07 0.2717000692847691 2.044635804381013 4.0730249999999995 0 0 0
4 1 -4.748138426168697e-07 2.161500400759568 3.949073161328186 1.357675 0 0 0
5 1 6.418588738288378e-08 0.2717000692847691 0.14019844743386045 0 0 0 0
6 1 5.073803628335288e-07 2.161500400759568 2.044635804381013 2.71535 0 0 0
7 1 -2.072099809027894e-07 4.0513007322342975 0.14019844743386045 0 0 0 0
8 1 1.452313111213049e-07 2.161500400759568 0.14019844743386045 1.357675 0 0 0
9 1 -2.111381164349169e-07 4.0513007322342975 2.044635804381013 4.0730249999999995 0 0 0
10 1 1.951779953820315e-07 5.941101063709083 0.14019844743386045 1.357675 0 0 0
15 1 4.604299342694795e-07 0.2717000692847691 7.757947875222512 0 0 0 0
17 1 7.094779227480308e-08 2.161500400759568 5.853510518275353 2.71535 0 0 0
18 1 1.371151161569384e-07 4.0513007322342975 7.757947875222512 0 0 0 0
19 1 3.683883930023779e-08 2.161500400759568 7.757947875222512 1.357675 0 0 0
21 1 -3.551400666514798e-07 4.0513007322342975 5.853510518275353 4.0730249999999995 0 0 0
22 1 1.739124146603321e-07 5.941101063709083 7.757947875222512 1.357675 0 0 0
23 1 5.462194008418186e-07 4.0513007322342975 3.949073161328186 0 0 0 0
24 1 -3.085019307895454e-08 5.941101063709083 5.853510518275353 2.71535 0 0 0
25 1 2.169153046072125e-08 5.941101063709083 2.044635804381013 2.71535 0 0 0
27 1 2.081436847271162e-07 5.941101063709083 3.949073161328186 1.357675 0 0 0
163 1 7.693048141663855e-07 0.2717000692847691 3.949073161328186 5.4307 0 0 0
167 1 -7.169483017682721e-09 0.2717000692847691 0.14019844743386045 5.4307 0 0 0
169 1 7.002022791614826e-08 4.0513007322342975 0.14019844743386045 5.4307 0 0 0
177 1 -5.2068641088511e-07 0.2717000692847691 7.757947875222512 5.4307 0 0 0
180 1 -4.049253082491489e-08 4.0513007322342975 7.757947875222512 5.4307 0 0 0
185 1 2.777521257105869e-07 4.0513007322342975 3.949073161328186 5.4307 0 0 0
26 1 8.193732789485431e-08 7.830901395183974 3.949073161328186 0 0 0 0
28 1 1.428158146986325e-07 7.830901395183974 5.853510518275353 4.0730249999999995 0 0 0
29 1 2.25714930145865e-07 7.830901395183974 2.044635804381013 4.0730249999999995 0 0 0
30 1 4.779147964699415e-08 9.720701726658758 3.949073161328186 1.357675 0 0 0
31 1 -3.191302216445924e-07 7.830901395183974 0.14019844743386045 0 0 0 0
32 1 -3.955918377786943e-07 9.720701726658758 2.044635804381013 2.71535 0 0 0
33 1 -1.798328698940366e-07 11.610502058133397 0.14019844743386045 0 0 0 0
34 1 2.747153813164455e-07 9.720701726658758 0.14019844743386045 1.357675 0 0 0
35 1 3.44409959622885e-07 11.610502058133397 2.044635804381013 4.0730249999999995 0 0 0
36 1 4.423762811848336e-07 13.50030238960831 0.14019844743386045 1.357675 0 0 0
51 1 7.377017152004894e-08 7.830901395183974 7.757947875222512 0 0 0 0
53 1 1.556356761002464e-08 9.720701726658758 5.853510518275353 2.71535 0 0 0
54 1 -3.680414837961554e-07 11.610502058133397 7.757947875222512 0 0 0 0
55 1 1.530665990952945e-07 9.720701726658758 7.757947875222512 1.357675 0 0 0
57 1 -4.866564036649923e-08 11.610502058133397 5.853510518275353 4.0730249999999995 0 0 0
58 1 -1.839362577873982e-07 13.50030238960831 7.757947875222512 1.357675 0 0 0
59 1 -1.914574237760203e-07 11.610502058133397 3.949073161328186 0 0 0 0
60 1 5.083725943128004e-07 13.50030238960831 5.853510518275353 2.71535 0 0 0
61 1 -1.874240191986759e-07 13.50030238960831 2.044635804381013 2.71535 0 0 0
63 1 -1.905825921470067e-07 13.50030238960831 3.949073161328186 1.357675 0 0 0
188 1 -9.303655633396968e-07 7.830901395183974 3.949073161328186 5.4307 0 0 0
193 1 -2.816967094795841e-07 7.830901395183974 0.14019844743386045 5.4307 0 0 0
195 1 -5.965055033061578e-07 11.610502058133397 0.14019844743386045 5.4307 0 0 0
213 1 -2.604526064785284e-07 7.830901395183974 7.757947875222512 5.4307 0 0 0
216 1 -1.260147459887506e-07 11.610502058133397 7.757947875222512 5.4307 0 0 0
221 1 -6.454438320098455e-08 11.610502058133397 3.949073161328186 5.4307 0 0 0
62 1 3.193488380681675e-08 15.39010272108318 3.949073161328186 0 0 0 0
64 1 1.107659337497985e-07 15.39010272108318 5.853510518275353 4.0730249999999995 0 0 0
65 1 2.664302171852956e-07 15.39010272108318 2.044635804381013 4.0730249999999995 0 0 0
66 1 -2.069306231228252e-08 17.279903052558083 3.949073161328186 1.357675 0 0 0
67 1 6.845295572738275e-08 15.39010272108318 0.14019844743386045 0 0 0 0
68 1 1.67703688071924e-07 17.279903052558083 2.044635804381013 2.71535 0 0 0
69 1 1.690292911471492e-07 19.169703384032747 0.14019844743386045 0 0 0 0
70 1 -3.104801490558251e-09 17.279903052558083 0.14019844743386045 1.357675 0 0 0
71 1 6.598236967567117e-08 19.169703384032747 2.044635804381013 4.0730249999999995 0 0 0
87 1 -9.44613646677861e-08 15.39010272108318 7.757947875222512 0 0 0 0
89 1 1.408030105461144e-07 17.279903052558083 5.853510518275353 2.71535 0 0 0
90 1 2.160295087469399e-07 19.169703384032747 7.757947875222512 0 0 0 0
91 1 3.32646056094496e-07 17.279903052558083 7.757947875222512 1.357675 0 0 0
93 1 3.976232646803884e-07 19.169703384032747 5.853510518275353 4.0730249999999995 0 0 0
95 1 -1.173490425665502e-08 19.169703384032747 3.949073161328186 0 0 0 0
224 1 -4.583192627673205e-07 15.39010272108318 3.949073161328186 5.4307 0 0 0
229 1 -6.317462602680596e-07 15.39010272108318 0.14019844743386045 5.4307 0 0 0
231 1 -3.394644901427712e-07 19.169703384032747 0.14019844743386045 5.4307 0 0 0
249 1 3.694264182931006e-08 15.39010272108318 7.757947875222512 5.4307 0 0 0
252 1 -8.690887491162591e-07 19.169703384032747 7.757947875222512 5.4307 0 0 0
257 1 -6.331113601813765e-07 19.169703384032747 3.949073161328186 5.4307 0 0 0
72 1 2.092589524230193e-08 21.0595037155077 0.14019844743386045 1.357675 0 0 0
94 1 5.826837130799151e-07 21.0595037155077 7.757947875222512 1.357675 0 0 0
96 1 -6.621913920083766e-07 21.0595037155077 5.853510518275353 2.71535 0 0 0
97 1 8.556400831263855e-08 21.0595037155077 2.044635804381013 2.71535 0 0 0
98 1 1.136930303860528e-07 22.949304046982025 3.949073161328186 0 0 0 0
99 1 -1.936282676209822e-08 21.0595037155077 3.949073161328186 1.357675 0 0 0
100 1 6.80879896609865e-07 22.949304046982025 5.853510518275353 4.0730249999999995 0 0 0
101 1 5.809576790298532e-08 22.949304046982025 2.044635804381013 4.0730249999999995 0 0 0
102 1 5.64429606029343e-07 24.83910437845705 3.949073161328186 1.357675 0 0 0
103 1 2.100523614212424e-07 22.949304046982025 0.14019844743386045 0 0 0 0
