LAMMPS data file via write_data, version 7 Aug 2019, timestep = 5100579

3000 atoms
2 atom types

-4.0726400568452448e-02 3.5140726400566024e+01 xlo xhi
-4.0726400568452448e-02 3.5140726400566024e+01 ylo yhi
-4.0726400568452448e-02 3.5140726400566024e+01 zlo zhi

Masses

1 28.0855
2 15.9994

Atoms # charge

1860 2 -1.2000000000000000e+00 3.1760411914194870e+00 4.9875666151154219e-01 1.1250912281169298e-01 0 1 1
1995 2 -1.2000000000000000e+00 4.2513371607640543e-01 1.6742517824157638e+01 3.2296779769378461e-02 1 -1 0
362 2 -1.2000000000000000e+00 5.4194374422680589e+00 2.1625734507399579e+00 8.7683687484286066e-01 1 0 1
2596 1 2.3999999999999999e+00 8.9816981322199805e+00 1.7467971237626609e+00 7.5231867404389430e-01 0 1 0
1838 2 -1.2000000000000000e+00 8.3999078054594829e+00 7.2272226007504792e-01 1.8803764249373609e+00 0 1 0
1021 1 2.3999999999999999e+00 1.1984856847522339e+01 1.6562341771321065e+00 1.5672268173101085e+00 0 0 0
600 2 -1.2000000000000000e+00 1.0546698884937467e+01 2.1088843409194769e+00 9.1036475431388741e-01 0 0 1
819 2 -1.2000000000000000e+00 1.2136314263541612e+01 4.3052223649481941e-02 1.2539152819412529e+00 0 0 0
724 1 2.3999999999999999e+00 1.9036591098230005e+00 4.0525261585811183e+00 1.0140468083782583e+00 0 0 0
1764 2 -1.2000000000000000e+00 1.7118010824626463e+01 2.3070584536719988e+01 1.2902767938226059e+01 0 0 0
2538 2 -1.2000000000000000e+00 1.2828257734684595e-01 2.2235501406005778e+01 1.1045062171440057e+00 0 0 -1
2131 1 2.3999999999999999e+00 6.4369537723551886e+00 3.4073471613123232e+00 1.1254850326714034e+00 1 0 0
152 2 -1.2000000000000000e+00 6.0298656792945247e+00 4.8550482641054371e+00 5.4485342019279936e-01 1 0 0
2762 2 -1.2000000000000000e+00 7.9981968467348423e+00 3.0324053774096447e+00 7.6954249036457956e-01 0 1 0
912 2 -1.2000000000000000e+00 1.3304165726507208e+01 2.4752541904562193e+00 1.0630360531914487e+00 0 0 0
1432 1 2.3999999999999999e+00 1.4287819230731925e+01 3.8967838763943297e+00 1.2418973989572342e+00 -1 0 0
2921 2 -1.2000000000000000e+00 1.5926442705110047e+01 4.4382806387657938e+00 1.1659466528482805e+00 -1 1 -1
1 1 2.3999999999999999e+00 1.7427631255509706e+01 4.4803550928633529e+00 5.4416670932495714e-01 0 0 1
1370 2 -1.2000000000000000e+00 1.7948141295159927e+00 5.7400256918544139e+00 1.2439832317196280e+00 0 0 0
496 1 2.3999999999999999e+00 2.5458294762519723e-01 6.3969419515109891e+00 1.5102934864978663e+00 0 0 0
2344 1 2.3999999999999999e+00 3.2381308244165794e+00 6.7088502516381139e+00 1.4668276149310746e+00 0 0 1
708 2 -1.2000000000000000e+00 4.2810054331349123e+00 6.7231794691102023e+00 1.4018022103175465e-01 0 0 0
1521 2 -1.2000000000000000e+00 7.0412010949618082e+00 6.2810086146137110e+00 2.1482677652663571e+00 0 0 0
2895 2 -1.2000000000000000e+00 5.8585890778762931e-02 7.5160029151728605e+00 2.6698380282228262e+00 1 0 0
1937 2 -1.2000000000000000e+00 9.1423591230962042e+00 7.3998272462806485e+00 2.9818512808890435e-01 1 0 0
2635 1 2.3999999999999999e+00 1.2165190466848950e+01 6.1142805938251250e+00 1.9469319231835454e+00 0 0 1
1260 2 -1.2000000000000000e+00 1.1228909898513153e+01 5.7647355834351615e+00 6.2718972801211414e-01 0 1 1
642 2 -1.2000000000000000e+00 1.3259128059194529e+01 4.9191778443541114e+00 2.0545679483934505e+00 -1 0 1
